epoch,train_loss,val_loss,val_accuracy,test_accuracy
1,3.0107824537489147,2.542677879333496,0.4627450980392157,0.8126649076517151
2,2.4284863736894398,2.2465720772743225,0.4627450980392157,0.8126649076517151
3,2.2563491745127573,2.127193033695221,0.4627450980392157,0.8126649076517151
4,2.1401576598485312,2.057182013988495,0.4627450980392157,0.8126649076517151
5,2.053912275367313,1.979468673467636,0.4627450980392157,0.8126649076517151
6,1.9821982731421788,1.9566549807786942,0.4627450980392157,0.8126649076517151
7,1.9271142101950116,1.9082661122083664,0.4627450980392157,0.8126649076517151
8,1.8721476429038577,1.9042039960622787,0.4627450980392157,0.8126649076517151
9,1.8316241718000836,1.8563708811998367,0.4627450980392157,0.8126649076517151
10,1.7931514829397202,1.8501627743244171,0.4627450980392157,0.8126649076517151
11,1.7519932703839407,1.8339032232761383,0.4627450980392157,0.8126649076517151
12,1.724050800005595,1.820433497428894,0.4627450980392157,0.8126649076517151
13,1.6870497465133667,1.7904422581195831,0.4627450980392157,0.8126649076517151
14,1.6593516800138686,1.7912228554487228,0.4627450980392157,0.8126649076517151
15,1.6300115237633388,1.781600072979927,0.4627450980392157,0.8126649076517151
16,1.6039379470878177,1.7763513028621674,0.4627450980392157,0.8126649076517151
17,1.5794140100479126,1.790499895811081,0.4627450980392157,0.8126649076517151
18,1.5481499135494232,1.7459805607795715,0.4627450980392157,0.8126649076517151
19,1.5277954041957855,1.7404471188783646,0.4627450980392157,0.8126649076517151
20,1.498460019628207,1.7446394115686417,0.4627450980392157,0.8126649076517151
21,1.4779623250166576,1.7292267233133316,0.4627450980392157,0.8126649076517151
22,1.4565033945772383,1.74919755756855,0.4627450980392157,0.8126649076517151
23,1.43264120651616,1.7306437641382217,0.4627450980392157,0.8126649076517151
24,1.408633627825313,1.7276814132928848,0.4627450980392157,0.8126649076517151
25,1.3912946871585317,1.7292699068784714,0.4627450980392157,0.8126649076517151
26,1.3706544066468875,1.7211936861276627,0.4627450980392157,0.8126649076517151
27,1.3490774581829708,1.700589969754219,0.4627450980392157,0.8126649076517151
28,1.3243736161126032,1.7234568744897842,0.4627450980392157,0.8126649076517151
29,1.3105001780721877,1.7197335809469223,0.4627450980392157,0.8126649076517151
30,1.287119086417887,1.7133983373641968,0.4627450980392157,0.8126649076517151
31,1.2700072800119717,1.709462657570839,0.4627450980392157,0.8126649076517151
32,1.2506573837664392,1.7315571904182434,0.4627450980392157,0.8126649076517151
33,1.23137712230285,1.7179259955883026,0.4627450980392157,0.8126649076517151
34,1.2149019605583615,1.7039563655853271,0.4627450980392157,0.8126649076517151
